id,concept
1235,Maxfield Parrish
1236,Maximilian Pirner
1237,Maximilien Luce
1238,Mead Schaeffer
1239,Meryl McMaster
1240,Michael Carson
1241,Michael Deforge
1242,Michael Heizer
1243,Michael Hutter
1244,Michael Parkes
1245,Michael Sowa
1246,Michal Karcz
1247,Michal Lisowski
1248,Mickalene Thomas
1249,Miho Hirano
1250,Mikalojus Konstantinas Ciurlionis
1251,Mike Deodato
1252,Mike Mayhew
1253,Mike Mignola
1254,Mike Winkelmann (Beeple)
1255,Mike Worrall
1256,Mikhail Larionov
1257,Mikhail Nesterov
1258,Mikhail Vrubel
1259,Mikko Lagerstedt
1260,Milo Manara
1261,Milton Avery
1262,Milton Caniff
1263,Milton Glaser
1264,Miriam Schapiro
1265,Moebius
1266,Monet
1267,Mordecai Ardon
1268,Mort Kunstler
1269,Muxxi
1270,Méret Oppenheim
1271,Nagel Patrick
1272,Nan Goldin
1273,Naoki Urasawa
1274,Naoko Takeuchi
1275,Naomi Okubo
1276,Naoto Hattori
1277,Natalia Goncharova
1278,Nathan Coley
1279,Nathan Wirth
1280,NC Wyeth
1281,Neil Boyle
1282,Neil Welliver
1283,Nele Zirnite
1284,NHK Animation
1285,Ni Chuanjing
1286,Nicholas Roerich
1287,Nick Knight
1288,Nick Sharratt
1289,Nick Silva
1290,Nicola Samori
1291,Nicolas Delort
1292,Nicolas Mignard
1293,Nikolai Ge
1294,Nikolina Petolas
1295,Noah Bradley
1296,Nobuyoshi Araki
1297,Noelle Stevenson
1298,Noriyoshi Ohrai
1299,Norman Ackroyd
1300,Norman Foster
1301,Norman Rockwell
1302,Octavio Ocampo
1303,Odd Nerdrum
1304,Odilon Redon
1305,Ogawa Kazumasa
1306,Ohara Koson
1307,Olafur Eliasson
1308,Oleg Oprisco
1309,Olga Skomorokhova
1310,Olivier Bonhomme
1311,Olivier Valsecchi
1312,Ollie Hoff
1313,Os Gemeos
1314,Osamu Tezuka
1315,OSGEMEOS
1316,Oskar Fischinger
1317,Oskar Kokoschka
1318,Ossip Zadkine
1319,Otto Dix
1320,Otto Marseus van Schrieck
1321,Pamela Colman Smith
1322,Paolo Roversi
1323,Paolo Veronese
1324,Pascal Blanche
1325,Pascale Campion
1326,Patrice Murciano
1327,Patricia Polacco
1328,Patrick Brown
1329,Patrick Caulfield
1330,Patrick Dougherty
1331,Patrick Heron
1332,Patrick Woodroffe
1333,Paul Barson
1334,Paul Chadeisson
1335,Paul Corfield
1336,Paul Cézanne
1337,Paul Delvaux
1338,Paul Gauguin
1339,Paul Gustav Fischer
1340,Paul Laffoley
1341,Paul Lehr
1342,Paul Ranson
1343,Paul Strand
1344,Paul Wonner
1345,Paula Modersohn-Becker
1346,Paulus Potter
1347,Pawel Kuczynski
1348,Peter Andrew Jones
1349,Peter Bagge
1350,Peter De Seve
1351,Peter Doig
1352,Peter Elson
1353,Peter Gric
1354,Peter Holme III
1355,Peter Howson
1356,Peter Kemp
1357,Peter Milligan
1358,Peter Mohrbacher
1359,Peter Paul Rubens
1360,Peter Sculthorpe
1361,Peter Wileman
1362,Peter Zumthor
1363,Phil Foglio
1364,Phil Jimenez
1365,Phil Koch
1366,Phil Noto
1367,Philippe Druillet
1368,Philippe Parreno
1369,Picasso
1370,Pierre Bonnard
1371,Pierre Puvis de Chavannes
1372,Pierre-Auguste Renoir
1373,Piet Hein Eek
1374,Piet Mondrian
1375,Pieter Aertsen
1376,Pieter Bruegel The Elder
1377,Pieter Claesz
1378,Pieter de Hooch
1379,Pieter Jansz Saenredam
1380,Piotr Jabłoński
1381,Pixar
1382,Pixar Concept Artists
1383,Posuka Demizu
1384,Qian Xuan
1385,Qing Han
1386,Quentin Blake
1387,Quentin Tarantino
1388,Quint Buchholz
1389,Rafael Albuquerque
1390,Rafał Olbiński
1391,Raffaello Sanizo
1392,Raja Ravi Varma
1393,Ralph Horsley
1394,Ralph McQuarrie
1395,Ralph Steadman
1396,Ramon Casas
1397,Randolph Caldecott
1398,Raphael
1399,Raphael Lacoste
1400,Raphaelle Peale
1401,Ravi Zupa
1402,Ray Caesar
1403,Ray Donley
1404,Raymond Briggs
1405,Raymond Duchamp-Villon
1406,Raymond Leech
1407,Raymond Swanland
1408,Rayner Alencar
1409,Rebeca Saray
1410,Rebecca Guay
1411,Rebecca Louise Law
1412,Rebecca Sugar
1413,Reginald Marsh
1414,Rembrandt Van Rijn
1415,Remedios Varo
1416,Rene Laloux
1417,Rene Magritte
1418,RETNA (Marquis Lewis)
1419,Reylia Slaby
1420,RHADS
1421,Rich Davies
1422,Richard Burlet
1423,Richard Corben
1424,Richard Dadd
1425,Richard Deacon
1426,Richard Diebenkorn
1427,Richard Doyle
1428,Richard Eurich
1429,Richard Hamilton
1430,Richard Lindner
1431,Richard McGuire
1432,Richard Misrach
1433,Richard S. Johnson
1434,Richard Scarry
1435,Rick Guidice
1436,Rob Liefeld
1437,Robert Antoine Pinchon
1438,Robert Chew
1439,Robert Childress
1440,Robert Crumb
1441,Robert Farkas
1442,Robert Hagan
1443,Robert Irwin
1444,Robert M Cunningham
1445,Robert Maguire
1446,Robert McCall
1447,Robert Mcginnis
1448,Robert Motherwell
1449,Robert Neubecker
1450,Robert Rauschenberg
1451,Robert S. Duncanson
1452,Robert Stivers
1453,Robert Vonnoh
1454,Robert William Hume
1455,Robert Williams
1456,Roberto Ferri
1457,Roberto Matta
1458,Roberto Parada
1459,Rockwell Kent
1460,Rodney Matthews
1461,Rodríguez ARS
1462,Roger Ballen
1463,Roger de La Fresnaye
1464,Roger Dean
1465,Rolf Armstrong
1466,Romero Britto
1467,Ron Mueck
1468,Ron Walotsky
1469,Ronald Balfour
1470,Ross Tran
1471,Roy Gjertson
1472,Roy Lichtenstein
1473,Ruan Jia
1474,Rudolf Freund
1475,Rumiko Takahashi
1476,Russell Ayto
1477,Ruth Bernhard
1478,Ruxing Gao
1479,Ryan Hewett
1480,Ryan McGinley
1481,Sacha Goldberger
1482,Sally Mann
1483,Salomon van Ruysdael
1484,Salvador Dali
1485,Sam Bosma
1486,Sam Kieth
1487,Sam Spratt
1488,Samuel and Joseph Newsom
1489,Samuel Earp
1490,Samuel Melton Fisher
1491,Sandra Chevrier
1492,Sandro Botticelli
1493,Sandy Skoglund
1494,Saner Edgar
1495,Sanford Kossin
1496,Sangyeob Park
1497,Santiago Calatrava
1498,Santiago Caruso
1499,Sara Wollfalk
1500,Sarah Lucas
1501,Satoshi Kon
1502,Saturno Butto
1503,Saul Bass
1504,Saul Steinberg
1505,Saul Tepper
1506,Scarlett Hooft Graafland
1507,Scott Brundage
1508,Scott Listfield
1509,Scott Naismith
1510,Sean Scully
1511,Sean Yoro
1512,Seb Mckinnon
1513,Sebastian Errazuriz
1514,Serge Marshennikov
1515,Shaddy Safadi
1516,Shaun Tan
1517,Shawn Coss
1518,Sheilah Beckett
1519,Shepard Fairey
1520,Sherree Valentine Daines
1521,Shin Jeongho
1522,Shinji Aramaki
1523,Shintaro Kago
1524,Shohei Otomo
1525,Shotaro Ishinomori
1526,Shusei Nagaoko
1527,Sidney Nolan
1528,Silvestro Lega
1529,Simeon Solomon
1530,Simon Birch
1531,Simon Bisley
1532,Simon Stalenhag
1533,Sir James Guthrie
1534,Siya Oum
1535,Skottie Young
1536,Slim Aarons
1537,Sofonisba Anguissola
1538,Sonia Delaunay
1539,Sou Fujimoto
1540,Sparth
1541,Squeak Carnwath
1542,Stan And Jan Berenstain
1543,Stan Lee
1544,Stanislav Poltavsky
1545,Stanisław Szukalski
1546,Stanley Donwood
1547,Stephen Gammell
1548,Stephen Oakley
1549,Stephen Shore
1550,Stevan Dohanos
1551,Steve Argyle
1552,Steve Dillon
1553,Steve Ditko
1554,Steve Henderson
1555,Steve Lieber
1556,Steve McCurry
1557,Steven Belledin
1558,Storm Thorgerson
1559,Stuart Davis
1560,Stuart Haygarth
1561,Stuart Immonen
1562,Studio Ghibli
1563,Sue Bryce
1564,Susan Luo
1565,Susan Seddon Boulet
1566,Sven Nordqvist
1567,Syd Mead
1568,Sydney Edmunds
1569,Sydney Prior Hall
1570,Tadao Ando
1571,Taiyō Matsumoto
1572,Takato Yamamoto
1573,Takeshi Obata
1574,Tamara Lempicka
1575,Tan Zhi Hui
1576,Tara McPherson
1577,Tari Márk Dávid
1578,Tatsuro Kiuchi
1579,teamLab
1580,Ted Nasmith
1581,Ted Wallace
1582,Teophilus Tetteh
1583,Terada Katsuya
1584,Teresa Ramos
1585,Terry Oakes
1586,Terry Redlin
1587,Tex Avery
1588,theCHAMBA
1589,Thomas Allom
1590,Thomas Benjamin Kennington
1591,Thomas Blackshear
1592,Thomas Cole
1593,Thomas Dodd
1594,Thomas Eakins
1595,Thomas Gainsborough
1596,Thomas Kinkade
1597,Thomas Moran
1598,Thomas Rowlandson
1599,Thomas Saliot
1600,Thomas Struth
1601,Thomas Visscher
1602,Thomas W Schaller
1603,Thornton Oakley
1604,Théodore Géricault
1605,Tibor Nagy
1606,Till Freitag
1607,Tim Burton
1608,Tim Doyle
1609,Tim Hildebrandt
1610,Tim White
1611,Tintoretto
1612,Titian
1613,Todd McFarlane
1614,Todd Schorr
1615,Tokujin Yoshioka
1616,tokyogenso
1617,Tom Bagshaw
1618,Tom Hammick
1619,Tom Lovell
1620,Tom Roberts
1621,Tom Thomson
1622,Tom Whalen
1623,Tomasz Alen Kopera
1624,Tomer Hanuka
1625,Tomi Ungerer
1626,Tomma Abts
1627,Tony DiTerlizzi
1628,Tony Moore
1629,Toshiharu Mizutani
1630,Toumas Korpi
1631,Tove Jansson
1632,Tracey Emin
1633,Travis Louie
1634,Tristan Eaton
1635,Tsutomu Nihei
1636,Tyler Edlin
1637,Tyler Shields
1638,Tyler West
1639,Ub Iwerks
1640,Uemura Shoen
1641,Ul Di Rico
1642,Umberto Boccioni
1643,Utagawa Hiroshige
1644,Valerie Hegarty
1645,Van Gogh
1646,Vhils
1647,Victo Ngai
1648,Victor Adame Minguez
1649,Victor Brauner
1650,Victor Medina
1651,Victor Moscoso
1652,Victor Nizovtsev
1653,Victor Vasarely
1654,Victoria Crowe
1655,Viktor Vasnetsov
1656,Viktoria Gavrilenko
1657,Vincent Di Fate
1658,Vincent Tanguay
1659,Virgil Finlay
1660,Vito Acconci
1661,Vittorio Matteo Corcos
1662,Vivian Maier
1663,Viviane Sassen
1664,Vivienne Westwood
1665,Vladimir Kush
1666,W. Heath Robinson
1667,W.W. Denslow
1668,Wadim Kashin
1669,Walt Disney
1670,Walt Kelly
1671,Walter Crane
1672,Walter Langley
1673,Walter Percy Day
1674,Warren Ellis
1675,Warwick Globe
1676,Wassily Kandinsky
1677,Wayne Barlowe
1678,Wendy Froud
1679,Wes Anderson
1680,Wilfredo Lam
1681,Will Barnet
1682,Will Eisner
1683,Willem de Kooning
1684,William Blake
1685,William Eggleston
1686,William Etty
1687,William Gropper
1688,William Henry Hunt
1689,William Hogarth
1690,William Kentridge
1691,William Morris
1692,William S. Burroughs
1693,William Steig
1694,William Stout
1695,William Wegman
1696,William Zorach
1697,William-Adolphe Bouguereau
1698,Wim Crouwel
1699,Wim Wenders
1700,Winslow Homer
1701,Winsor McCay
1702,Wojciech Ostrycharz
1703,Wolf Kahn
1704,Wolfgang Tillmans
1705,Worthington Whittredge
1706,Yaacov Agam
1707,Yang Jialun
1708,Yanjun Cheng
1709,Yasuo Kuniyoshi
1710,Yasushi Nirasawa
1711,Yasutomo Oka
1712,Yayoi Kusama
1713,Yiannis Moralis
1714,Yinka Shonibare
1715,Yohann Schepacz
1716,Yoshitaka Amano
1717,Yoshiyuki Tomino
1718,Yue Minjun
1719,Yuri Ivanovich Pimenov
1720,Yuumei
1721,Yves Klein
1722,Yves Tanguy
1723,Zack Snyder
1724,Zaha Hadid
1725,Zanele Muholi
1726,Zdzisław Beksiński
1727,Zhang Kechun
1728,Zhelong Xu
1729,Zhichao Cai
1730,Zinaida Serebriakova
1731,Élisabeth Vigée Le Brun
1732,Émile Bernard
1733,Émile Gallé
1734,Étienne-Louis Boullée
